"pedigree","parent1","parent2","yield","twt","prot","ht"
"MN11330/MN10292","MN11330","MN10292",83.8153713,64.382431532858,14.5103709218178,77.6289688051024
"MN11330/MN10318","MN11330","MN10318",84.87193203,62.682431532858,15.0603709218178,79.6289688051024
"MN11330/MN10328","MN11330","MN10328",79.075125865,63.232431532858,15.3103709218178,78.6289688051024
"MN11330/MN10336","MN11330","MN10336",85.50015733,62.732431532858,15.6603709218178,77.7789688051024
"MN11330/MN10369","MN11330","MN10369",76.53366897,62.982431532858,14.9603709218178,75.9789688051024
"MN11330/MN10378","MN11330","MN10378",86.81371932,62.832431532858,14.5603709218178,76.6289688051024
"MN11330/MN10382","MN11330","MN10382",80.074575205,63.582431532858,14.5603709218178,76.1289688051024
"MN11330/MN10389","MN11330","MN10389",85.528713025,62.382431532858,14.2603709218178,77.2789688051024
"MN11330/MN10412","MN11330","MN10412",84.158039645,63.232431532858,14.5103709218178,77.9789688051024
"MN11330/MN10431","MN11330","MN10431",81.53091567,63.182431532858,15.2603709218178,79.7789688051024
"MN11330/MN09028","MN11330","MN09028",81.730805535,62.982431532858,14.7603709218178,81.9789688051024
"MN11330/MN09136","MN11330","MN09136",83.92959408,62.682431532858,15.3603709218178,74.9789688051024
"MN11330/MN09175","MN11330","MN09175",87.09927627,62.982431532858,15.0603709218178,81.6289688051024
"MN11330/MN09229","MN11330","MN09229",80.78846759,62.832431532858,15.5103709218178,77.1289688051024
"MN11330/MN09245","MN11330","MN09245",86.2997168,63.232431532858,15.3603709218178,81.2789688051024
"MN11330/MN09246","MN11330","MN09246",89.697844555,63.682431532858,14.6603709218178,77.6289688051024
"MN11330/Glenn","MN11330","Glenn",77.53311831,64.282431532858,14.7603709218178,82.2789688051024
"MN11330/Norden","MN11330","Norden",77.67589679,63.032431532858,15.3603709218178,78.6289688051024
"MN11330/Linkert","MN11330","Linkert",74.791771555,62.332431532858,15.4103709218178,73.9789688051024
"MN11330/Oklee","MN11330","Oklee",83.615481435,63.082431532858,15.1603709218178,80.2789688051024
"MN11330/Prosper","MN11330","Prosper",88.812617995,62.732431532858,14.1603709218178,83.6289688051024
"MN11330/MN11029","MN11330","MN11029",82.102029575,62.882431532858,14.5603709218178,78.1289688051024
"MN11330/MN11052","MN11330","MN11052",79.64623977,62.182431532858,15.5103709218178,80.9789688051024
"MN11330/MN11064","MN11330","MN11064",85.100377595,61.982431532858,14.2603709218178,73.7789688051024
"MN11330/MN11101","MN11330","MN11101",83.301368785,63.682431532858,14.4603709218178,75.9789688051024
"MN11330/MN11188","MN11330","MN11188",82.27336375,61.632431532858,14.9603709218178,78.6289688051024
"MN11330/MN11234","MN11330","MN11234",83.92959408,62.682431532858,14.6603709218178,77.9789688051024
"MN11330/MN11315","MN11330","MN11315",74.93455003,61.432431532858,15.4603709218178,76.9789688051024
"MN11330/MN11328","MN11330","MN11328",78.875235995,61.832431532858,14.8103709218178,75.6289688051024
"MN11330/MN11439","MN11330","MN11439",78.932347385,63.332431532858,15.0603709218178,80.1289688051024
"MN11330/MN11469","MN11330","MN11469",84.87193203,62.382431532858,14.1103709218178,76.7789688051024
"MN11330/MN11013","MN11330","MN11013",75.79122089,62.732431532858,15.4603709218178,77.6289688051024
"MN11330/MN11076","MN11330","MN11076",78.53256765,62.682431532858,14.9103709218178,74.2789688051024
"MN11330/MN11174","MN11330","MN11174",85.842825675,63.382431532858,14.2603709218178,76.4789688051024
"MN11330/MN11194","MN11330","MN11194",81.416692885,62.332431532858,15.1603709218178,76.7789688051024
"MN11330/MN11197","MN11330","MN11197",79.360682815,63.082431532858,14.7603709218178,74.4789688051024
"MN11330/MN11252","MN11330","MN11252",84.24370673,62.532431532858,14.1603709218178,76.1289688051024
"MN11330/MN11274","MN11330","MN11274",76.41944619,63.382431532858,14.4103709218178,81.6289688051024
"MN11330/MN11368","MN11330","MN11368",84.100928255,62.832431532858,14.3103709218178,78.6289688051024
"MN11330/MN11404","MN11330","MN11404",85.357378855,62.732431532858,15.0103709218178,79.9789688051024
"MN11330/MN11468","MN11330","MN11468",81.64513845,63.882431532858,14.8603709218178,75.9789688051024
"MN11330/MN11494","MN11330","MN11494",82.930144745,62.382431532858,14.1603709218178,77.1289688051024
"MN11330/MN11495","MN11330","MN11495",86.413939585,63.082431532858,15.0603709218178,81.1289688051024
"MN11330/MN11159","MN11330","MN11159",91.382630585,62.382431532858,14.6603709218178,76.9789688051024
"MN11330/MN11264","MN11330","MN11264",82.87303335,61.882431532858,14.9603709218178,78.2789688051024
"MN11330/MN11506","MN11330","MN11506",86.81371932,62.632431532858,14.7603709218178,80.1289688051024
"MN11330/Albany","MN11330","Albany",90.440292635,62.632431532858,14.2603709218178,80.2789688051024
"MN11330/Briggs","MN11330","Briggs",79.4749056,62.482431532858,15.0603709218178,78.9789688051024
"MN11330/Vantage","MN11330","Vantage",80.046019505,63.732431532858,15.3603709218178,78.1289688051024
"MN11395/MN11397","MN11395","MN11397",82.10202958,62.232431532858,15.2103709218178,79.2789688051024
"MN11395/MN11415","MN11395","MN11415",79.16079295,62.432431532858,14.4103709218178,80.2789688051024
"MN11395/MN11433","MN11395","MN11433",71.07953115,61.582431532858,15.0603709218178,78.1289688051024
"MN11395/MN11484","MN11395","MN11484",80.36013216,61.382431532858,14.9603709218178,79.6289688051024
"MN11395/MN11490","MN11395","MN11490",80.21735368,62.332431532858,14.6603709218178,79.9289688051024
"MN11395/MN11497","MN11395","MN11497",84.4721523,62.132431532858,14.4103709218178,78.6289688051024
"MN11395/MN10036","MN11395","MN10036",79.78901825,61.882431532858,14.8603709218178,78.6289688051024
"MN11395/MN10052","MN11395","MN10052",78.73245752,62.832431532858,14.6603709218178,79.7789688051024
"MN11395/MN10061","MN11395","MN10061",87.784612965,63.282431532858,15.1603709218178,82.7789688051024
"MN11395/MN10077","MN11395","MN10077",78.960903085,62.832431532858,14.3103709218178,80.9289688051024
"MN11395/MN10079","MN11395","MN10079",81.702249845,62.132431532858,14.8603709218178,78.1289688051024
"MN11395/MN10095","MN11395","MN10095",82.90158905,62.432431532858,14.9103709218178,80.6289688051024
"MN11395/MN10099","MN11395","MN10099",86.49960667,62.632431532858,14.2603709218178,76.9289688051024
"MN11395/MN10106","MN11395","MN10106",76.07677785,61.382431532858,15.4603709218178,75.4289688051024
"MN11395/MN10110","MN11395","MN10110",83.986705475,62.982431532858,15.0103709218178,80.2789688051024
"MN11395/MN10117","MN11395","MN10117",76.93344871,62.432431532858,14.8603709218178,74.1289688051024
"MN11395/MN10125","MN11395","MN10125",83.444147265,62.432431532858,14.8603709218178,83.4289688051024
"MN11395/MN10159","MN11395","MN10159",81.90213971,62.282431532858,14.2103709218178,81.6289688051024
"MN11395/MN10162","MN11395","MN10162",78.61823474,61.882431532858,14.1103709218178,76.9289688051024
"MN11395/MN10164","MN11395","MN10164",85.728602895,62.332431532858,14.2603709218178,75.4289688051024
"MN11395/MN10177","MN11395","MN10177",85.471601635,61.782431532858,14.8603709218178,76.2789688051024
"MN11395/MN10183","MN11395","MN10183",82.815921965,61.582431532858,14.5103709218178,74.4289688051024
"MN11395/MN10187","MN11395","MN10187",84.500707995,63.132431532858,15.4603709218178,79.1289688051024
"MN11395/MN10190","MN11395","MN10190",77.904342355,62.432431532858,14.8103709218178,78.7789688051024
"MN11395/MN10195","MN11395","MN10195",80.817023285,63.082431532858,14.9103709218178,83.5789688051024
"MN11395/MN10202","MN11395","MN10202",77.333228445,63.082431532858,14.6603709218178,79.2789688051024
"MN11395/MN10205","MN11395","MN10205",79.874685335,62.232431532858,14.7103709218178,84.6289688051024
"MN11395/MN10220","MN11395","MN10220",68.73796413,62.982431532858,14.7603709218178,76.7789688051024
"MN11395/MN10245","MN11395","MN10245",79.874685335,62.132431532858,13.8103709218178,80.6289688051024
"MN11395/MN10279","MN11395","MN10279",85.300267465,61.082431532858,14.4103709218178,75.7789688051024
"MN11395/MN10288","MN11395","MN10288",82.673143485,62.932431532858,14.7603709218178,79.0789688051024
"MN11395/MN10289","MN11395","MN10289",82.187696665,62.432431532858,14.7603709218178,78.2789688051024
"MN11395/MN10292","MN11395","MN10292",80.817023285,63.632431532858,14.5603709218178,78.2789688051024
"MN11395/MN10318","MN11395","MN10318",81.873584015,61.932431532858,15.1103709218178,80.2789688051024
"MN11395/MN10328","MN11395","MN10328",76.07677785,62.482431532858,15.3603709218178,79.2789688051024
"MN11395/MN10336","MN11395","MN10336",82.501809315,61.982431532858,15.7103709218178,78.4289688051024
"MN11395/MN10369","MN11395","MN10369",73.535320955,62.232431532858,15.0103709218178,76.6289688051024
"MN11395/MN10378","MN11395","MN10378",83.815371305,62.082431532858,14.6103709218178,77.2789688051024
"MN11395/MN10382","MN11395","MN10382",77.07622719,62.832431532858,14.6103709218178,76.7789688051024
"MN11395/MN10389","MN11395","MN10389",82.53036501,61.632431532858,14.3103709218178,77.9289688051024
"MN11395/MN10412","MN11395","MN10412",81.15969163,62.482431532858,14.5603709218178,78.6289688051024
"MN11395/MN10431","MN11395","MN10431",78.532567655,62.432431532858,15.3103709218178,80.4289688051024
"MN11395/MN09028","MN11395","MN09028",78.73245752,62.232431532858,14.8103709218178,82.6289688051024
"MN11395/MN09136","MN11395","MN09136",80.931246065,61.932431532858,15.4103709218178,75.6289688051024
"MN11395/MN09175","MN11395","MN09175",84.100928255,62.232431532858,15.1103709218178,82.2789688051024
"MN11395/MN09229","MN11395","MN09229",77.790119575,62.082431532858,15.5603709218178,77.7789688051024
"MN11395/MN09245","MN11395","MN09245",83.301368785,62.482431532858,15.4103709218178,81.9289688051024
"MN11395/MN09246","MN11395","MN09246",86.69949654,62.932431532858,14.7103709218178,78.2789688051024
"MN11395/Glenn","MN11395","Glenn",74.534770295,63.532431532858,14.8103709218178,82.9289688051024
"MN11395/Norden","MN11395","Norden",74.677548775,62.282431532858,15.4103709218178,79.2789688051024
"MN11395/Linkert","MN11395","Linkert",71.79342354,61.582431532858,15.4603709218178,74.6289688051024
"MN11395/Oklee","MN11395","Oklee",80.61713342,62.332431532858,15.2103709218178,80.9289688051024
"MN11395/Prosper","MN11395","Prosper",85.81426998,61.982431532858,14.2103709218178,84.2789688051024
"MN11395/MN11029","MN11395","MN11029",79.10368156,62.132431532858,14.6103709218178,78.7789688051024
"MN11395/MN11052","MN11395","MN11052",76.647891755,61.432431532858,15.5603709218178,81.6289688051024
"MN11395/MN11064","MN11395","MN11064",82.10202958,61.232431532858,14.3103709218178,74.4289688051024
"MN11395/MN11101","MN11395","MN11101",80.30302077,62.932431532858,14.5103709218178,76.6289688051024
"MN11395/MN11188","MN11395","MN11188",79.275015735,60.882431532858,15.0103709218178,79.2789688051024
"MN11395/MN11234","MN11395","MN11234",80.931246065,61.932431532858,14.7103709218178,78.6289688051024
"MN11395/MN11315","MN11395","MN11315",71.936202015,60.682431532858,15.5103709218178,77.6289688051024
"MN11395/MN11328","MN11395","MN11328",75.87688798,61.082431532858,14.8603709218178,76.2789688051024
"MN11395/MN11439","MN11395","MN11439",75.93399937,62.582431532858,15.1103709218178,80.7789688051024
"MN11395/MN11469","MN11395","MN11469",81.873584015,61.632431532858,14.1603709218178,77.4289688051024
"MN11395/MN11013","MN11395","MN11013",72.792872875,61.982431532858,15.5103709218178,78.2789688051024
"MN11395/MN11076","MN11395","MN11076",75.534219635,61.932431532858,14.9603709218178,74.9289688051024
"MN11395/MN11174","MN11395","MN11174",82.84447766,62.632431532858,14.3103709218178,77.1289688051024
"MN11395/MN11194","MN11395","MN11194",78.41834487,61.582431532858,15.2103709218178,77.4289688051024
"MN11395/MN11197","MN11395","MN11197",76.3623348,62.332431532858,14.8103709218178,75.1289688051024
"MN11395/MN11252","MN11395","MN11252",81.245358715,61.782431532858,14.2103709218178,76.7789688051024
"MN11395/MN11274","MN11395","MN11274",73.421098175,62.632431532858,14.4603709218178,82.2789688051024
"MN11395/MN11368","MN11395","MN11368",81.10258024,62.082431532858,14.3603709218178,79.2789688051024
"MN11395/MN11404","MN11395","MN11404",82.35903084,61.982431532858,15.0603709218178,80.6289688051024
"MN11395/MN11468","MN11395","MN11468",78.646790435,63.132431532858,14.9103709218178,76.6289688051024
"MN11395/MN11494","MN11395","MN11494",79.93179673,61.632431532858,14.2103709218178,77.7789688051024
"MN11395/MN11495","MN11395","MN11495",83.41559157,62.332431532858,15.1103709218178,81.7789688051024
"MN11395/MN11159","MN11395","MN11159",88.38428257,61.632431532858,14.7103709218178,77.6289688051024
"MN11395/MN11264","MN11395","MN11264",79.874685335,61.132431532858,15.0103709218178,78.9289688051024
"MN11395/MN11506","MN11395","MN11506",83.815371305,61.882431532858,14.8103709218178,80.7789688051024
"MN11395/Albany","MN11395","Albany",87.44194462,61.882431532858,14.3103709218178,80.9289688051024
"MN11395/Briggs","MN11395","Briggs",76.476557585,61.732431532858,15.1103709218178,79.6289688051024
"MN11395/Vantage","MN11395","Vantage",77.04767149,62.982431532858,15.4103709218178,78.7789688051024
"MN11397/MN11415","MN11397","MN11415",80.90269037,63.182431532858,14.7103709218178,80.6289688051024
"MN11397/MN11433","MN11397","MN11433",72.82142857,62.332431532858,15.3603709218178,78.4789688051024
"MN11397/MN11484","MN11397","MN11484",82.10202958,62.132431532858,15.2603709218178,79.9789688051024
"MN11397/MN11490","MN11397","MN11490",81.9592511,63.082431532858,14.9603709218178,80.2789688051024
"MN11397/MN11497","MN11397","MN11497",86.21404972,62.882431532858,14.7103709218178,78.9789688051024
"MN11397/MN10036","MN11397","MN10036",81.53091567,62.632431532858,15.1603709218178,78.9789688051024
"MN11397/MN10052","MN11397","MN10052",80.47435494,63.582431532858,14.9603709218178,80.1289688051024
"MN11397/MN10061","MN11397","MN10061",89.526510385,64.032431532858,15.4603709218178,83.1289688051024
"MN11397/MN10077","MN11397","MN10077",80.702800505,63.582431532858,14.6103709218178,81.2789688051024
"MN11397/MN10079","MN11397","MN10079",83.444147265,62.882431532858,15.1603709218178,78.4789688051024
"MN11397/MN10095","MN11397","MN10095",84.64348647,63.182431532858,15.2103709218178,80.9789688051024
"MN11397/MN10099","MN11397","MN10099",88.24150409,63.382431532858,14.5603709218178,77.2789688051024
"MN11397/MN10106","MN11397","MN10106",77.81867527,62.132431532858,15.7603709218178,75.7789688051024
"MN11397/MN10110","MN11397","MN10110",85.728602895,63.732431532858,15.3103709218178,80.6289688051024
"MN11397/MN10117","MN11397","MN10117",78.67534613,63.182431532858,15.1603709218178,74.4789688051024
"MN11397/MN10125","MN11397","MN10125",85.186044685,63.182431532858,15.1603709218178,83.7789688051024
"MN11397/MN10159","MN11397","MN10159",83.64403713,63.032431532858,14.5103709218178,81.9789688051024
"MN11397/MN10162","MN11397","MN10162",80.36013216,62.632431532858,14.4103709218178,77.2789688051024
"MN11397/MN10164","MN11397","MN10164",87.470500315,63.082431532858,14.5603709218178,75.7789688051024
"MN11397/MN10177","MN11397","MN10177",87.213499055,62.532431532858,15.1603709218178,76.6289688051024
"MN11397/MN10183","MN11397","MN10183",84.557819385,62.332431532858,14.8103709218178,74.7789688051024
"MN11397/MN10187","MN11397","MN10187",86.242605415,63.882431532858,15.7603709218178,79.4789688051024
"MN11397/MN10190","MN11397","MN10190",79.646239775,63.182431532858,15.1103709218178,79.1289688051024
"MN11397/MN10195","MN11397","MN10195",82.558920705,63.832431532858,15.2103709218178,83.9289688051024
"MN11397/MN10202","MN11397","MN10202",79.075125865,63.832431532858,14.9603709218178,79.6289688051024
"MN11397/MN10205","MN11397","MN10205",81.616582755,62.982431532858,15.0103709218178,84.9789688051024
"MN11397/MN10220","MN11397","MN10220",70.47986155,63.732431532858,15.0603709218178,77.1289688051024
"MN11397/MN10245","MN11397","MN10245",81.616582755,62.882431532858,14.1103709218178,80.9789688051024
"MN11397/MN10279","MN11397","MN10279",87.042164885,61.832431532858,14.7103709218178,76.1289688051024
"MN11397/MN10288","MN11397","MN10288",84.415040905,63.682431532858,15.0603709218178,79.4289688051024
"MN11397/MN10289","MN11397","MN10289",83.929594085,63.182431532858,15.0603709218178,78.6289688051024
"MN11397/MN10292","MN11397","MN10292",82.558920705,64.382431532858,14.8603709218178,78.6289688051024
"MN11397/MN10318","MN11397","MN10318",83.615481435,62.682431532858,15.4103709218178,80.6289688051024
"MN11397/MN10328","MN11397","MN10328",77.81867527,63.232431532858,15.6603709218178,79.6289688051024
"MN11397/MN10336","MN11397","MN10336",84.243706735,62.732431532858,16.0103709218178,78.7789688051024
"MN11397/MN10369","MN11397","MN10369",75.277218375,62.982431532858,15.3103709218178,76.9789688051024
"MN11397/MN10378","MN11397","MN10378",85.557268725,62.832431532858,14.9103709218178,77.6289688051024
"MN11397/MN10382","MN11397","MN10382",78.81812461,63.582431532858,14.9103709218178,77.1289688051024
"MN11397/MN10389","MN11397","MN10389",84.27226243,62.382431532858,14.6103709218178,78.2789688051024
"MN11397/MN10412","MN11397","MN10412",82.90158905,63.232431532858,14.8603709218178,78.9789688051024
"MN11397/MN10431","MN11397","MN10431",80.274465075,63.182431532858,15.6103709218178,80.7789688051024
"MN11397/MN09028","MN11397","MN09028",80.47435494,62.982431532858,15.1103709218178,82.9789688051024
"MN11397/MN09136","MN11397","MN09136",82.673143485,62.682431532858,15.7103709218178,75.9789688051024
"MN11397/MN09175","MN11397","MN09175",85.842825675,62.982431532858,15.4103709218178,82.6289688051024
"MN11397/MN09229","MN11397","MN09229",79.532016995,62.832431532858,15.8603709218178,78.1289688051024
"MN11397/MN09245","MN11397","MN09245",85.043266205,63.232431532858,15.7103709218178,82.2789688051024
"MN11397/MN09246","MN11397","MN09246",88.44139396,63.682431532858,15.0103709218178,78.6289688051024
"MN11397/Glenn","MN11397","Glenn",76.276667715,64.282431532858,15.1103709218178,83.2789688051024
"MN11397/Norden","MN11397","Norden",76.419446195,63.032431532858,15.7103709218178,79.6289688051024
"MN11397/Linkert","MN11397","Linkert",73.53532096,62.332431532858,15.7603709218178,74.9789688051024
"MN11397/Oklee","MN11397","Oklee",82.35903084,63.082431532858,15.5103709218178,81.2789688051024
"MN11397/Prosper","MN11397","Prosper",87.5561674,62.732431532858,14.5103709218178,84.6289688051024
"MN11397/MN11029","MN11397","MN11029",80.84557898,62.882431532858,14.9103709218178,79.1289688051024
"MN11397/MN11052","MN11397","MN11052",78.389789175,62.182431532858,15.8603709218178,81.9789688051024
"MN11397/MN11064","MN11397","MN11064",83.843927,61.982431532858,14.6103709218178,74.7789688051024
"MN11397/MN11101","MN11397","MN11101",82.04491819,63.682431532858,14.8103709218178,76.9789688051024
"MN11397/MN11188","MN11397","MN11188",81.016913155,61.632431532858,15.3103709218178,79.6289688051024
"MN11397/MN11234","MN11397","MN11234",82.673143485,62.682431532858,15.0103709218178,78.9789688051024
"MN11397/MN11315","MN11397","MN11315",73.678099435,61.432431532858,15.8103709218178,77.9789688051024
"MN11397/MN11328","MN11397","MN11328",77.6187854,61.832431532858,15.1603709218178,76.6289688051024
"MN11397/MN11439","MN11397","MN11439",77.67589679,63.332431532858,15.4103709218178,81.1289688051024
"MN11397/MN11469","MN11397","MN11469",83.615481435,62.382431532858,14.4603709218178,77.7789688051024
"MN11397/MN11013","MN11397","MN11013",74.534770295,62.732431532858,15.8103709218178,78.6289688051024
"MN11397/MN11076","MN11397","MN11076",77.276117055,62.682431532858,15.2603709218178,75.2789688051024
"MN11397/MN11174","MN11397","MN11174",84.58637508,63.382431532858,14.6103709218178,77.4789688051024
"MN11397/MN11194","MN11397","MN11194",80.16024229,62.332431532858,15.5103709218178,77.7789688051024
"MN11397/MN11197","MN11397","MN11197",78.10423222,63.082431532858,15.1103709218178,75.4789688051024
"MN11397/MN11252","MN11397","MN11252",82.987256135,62.532431532858,14.5103709218178,77.1289688051024
"MN11397/MN11274","MN11397","MN11274",75.162995595,63.382431532858,14.7603709218178,82.6289688051024
"MN11397/MN11368","MN11397","MN11368",82.84447766,62.832431532858,14.6603709218178,79.6289688051024
"MN11397/MN11404","MN11397","MN11404",84.10092826,62.732431532858,15.3603709218178,80.9789688051024
"MN11397/MN11468","MN11397","MN11468",80.388687855,63.882431532858,15.2103709218178,76.9789688051024
"MN11397/MN11494","MN11397","MN11494",81.67369415,62.382431532858,14.5103709218178,78.1289688051024
"MN11397/MN11495","MN11397","MN11495",85.15748899,63.082431532858,15.4103709218178,82.1289688051024
"MN11397/MN11159","MN11397","MN11159",90.12617999,62.382431532858,15.0103709218178,77.9789688051024
"MN11397/MN11264","MN11397","MN11264",81.616582755,61.882431532858,15.3103709218178,79.2789688051024
"MN11397/MN11506","MN11397","MN11506",85.557268725,62.632431532858,15.1103709218178,81.1289688051024
"MN11397/Albany","MN11397","Albany",89.18384204,62.632431532858,14.6103709218178,81.2789688051024
"MN11397/Briggs","MN11397","Briggs",78.218455005,62.482431532858,15.4103709218178,79.9789688051024
"MN11397/Vantage","MN11397","Vantage",78.78956891,63.732431532858,15.7103709218178,79.1289688051024
"MN11415/MN11433","MN11415","MN11433",69.88019194,62.532431532858,14.5603709218178,79.4789688051024
"MN11415/MN11484","MN11415","MN11484",79.16079295,62.332431532858,14.4603709218178,80.9789688051024
"MN11415/MN11490","MN11415","MN11490",79.01801447,63.282431532858,14.1603709218178,81.2789688051024
"MN11415/MN11497","MN11415","MN11497",83.27281309,63.082431532858,13.9103709218178,79.9789688051024
"MN11415/MN10036","MN11415","MN10036",78.58967904,62.832431532858,14.3603709218178,79.9789688051024
"MN11415/MN10052","MN11415","MN10052",77.53311831,63.782431532858,14.1603709218178,81.1289688051024
"MN11415/MN10061","MN11415","MN10061",86.585273755,64.232431532858,14.6603709218178,84.1289688051024
"MN11415/MN10077","MN11415","MN10077",77.761563875,63.782431532858,13.8103709218178,82.2789688051024
"MN11415/MN10079","MN11415","MN10079",80.502910635,63.082431532858,14.3603709218178,79.4789688051024
"MN11415/MN10095","MN11415","MN10095",81.70224984,63.382431532858,14.4103709218178,81.9789688051024
"MN11415/MN10099","MN11415","MN10099",85.30026746,63.582431532858,13.7603709218178,78.2789688051024
"MN11415/MN10106","MN11415","MN10106",74.87743864,62.332431532858,14.9603709218178,76.7789688051024
"MN11415/MN10110","MN11415","MN10110",82.787366265,63.932431532858,14.5103709218178,81.6289688051024
"MN11415/MN10117","MN11415","MN10117",75.7341095,63.382431532858,14.3603709218178,75.4789688051024
"MN11415/MN10125","MN11415","MN10125",82.244808055,63.382431532858,14.3603709218178,84.7789688051024
"MN11415/MN10159","MN11415","MN10159",80.7028005,63.232431532858,13.7103709218178,82.9789688051024
"MN11415/MN10162","MN11415","MN10162",77.41889553,62.832431532858,13.6103709218178,78.2789688051024
"MN11415/MN10164","MN11415","MN10164",84.529263685,63.282431532858,13.7603709218178,76.7789688051024
"MN11415/MN10177","MN11415","MN10177",84.272262425,62.732431532858,14.3603709218178,77.6289688051024
"MN11415/MN10183","MN11415","MN10183",81.616582755,62.532431532858,14.0103709218178,75.7789688051024
"MN11415/MN10187","MN11415","MN10187",83.301368785,64.082431532858,14.9603709218178,80.4789688051024
"MN11415/MN10190","MN11415","MN10190",76.705003145,63.382431532858,14.3103709218178,80.1289688051024
"MN11415/MN10195","MN11415","MN10195",79.617684075,64.032431532858,14.4103709218178,84.9289688051024
"MN11415/MN10202","MN11415","MN10202",76.133889235,64.032431532858,14.1603709218178,80.6289688051024
"MN11415/MN10205","MN11415","MN10205",78.675346125,63.182431532858,14.2103709218178,85.9789688051024
"MN11415/MN10220","MN11415","MN10220",67.53862492,63.932431532858,14.2603709218178,78.1289688051024
"MN11415/MN10245","MN11415","MN10245",78.675346125,63.082431532858,13.3103709218178,81.9789688051024
"MN11415/MN10279","MN11415","MN10279",84.100928255,62.032431532858,13.9103709218178,77.1289688051024
"MN11415/MN10288","MN11415","MN10288",81.473804275,63.882431532858,14.2603709218178,80.4289688051024
"MN11415/MN10289","MN11415","MN10289",80.988357455,63.382431532858,14.2603709218178,79.6289688051024
"MN11415/MN10292","MN11415","MN10292",79.617684075,64.582431532858,14.0603709218178,79.6289688051024
"MN11415/MN10318","MN11415","MN10318",80.674244805,62.882431532858,14.6103709218178,81.6289688051024
"MN11415/MN10328","MN11415","MN10328",74.87743864,63.432431532858,14.8603709218178,80.6289688051024
"MN11415/MN10336","MN11415","MN10336",81.302470105,62.932431532858,15.2103709218178,79.7789688051024
"MN11415/MN10369","MN11415","MN10369",72.335981745,63.182431532858,14.5103709218178,77.9789688051024
"MN11415/MN10378","MN11415","MN10378",82.616032095,63.032431532858,14.1103709218178,78.6289688051024
"MN11415/MN10382","MN11415","MN10382",75.87688798,63.782431532858,14.1103709218178,78.1289688051024
"MN11415/MN10389","MN11415","MN10389",81.3310258,62.582431532858,13.8103709218178,79.2789688051024
"MN11415/MN10412","MN11415","MN10412",79.96035242,63.432431532858,14.0603709218178,79.9789688051024
"MN11415/MN10431","MN11415","MN10431",77.333228445,63.382431532858,14.8103709218178,81.7789688051024
"MN11415/MN09028","MN11415","MN09028",77.53311831,63.182431532858,14.3103709218178,83.9789688051024
"MN11415/MN09136","MN11415","MN09136",79.731906855,62.882431532858,14.9103709218178,76.9789688051024
"MN11415/MN09175","MN11415","MN09175",82.901589045,63.182431532858,14.6103709218178,83.6289688051024
"MN11415/MN09229","MN11415","MN09229",76.590780365,63.032431532858,15.0603709218178,79.1289688051024
"MN11415/MN09245","MN11415","MN09245",82.102029575,63.432431532858,14.9103709218178,83.2789688051024
"MN11415/MN09246","MN11415","MN09246",85.50015733,63.882431532858,14.2103709218178,79.6289688051024
"MN11415/Glenn","MN11415","Glenn",73.335431085,64.482431532858,14.3103709218178,84.2789688051024
"MN11415/Norden","MN11415","Norden",73.478209565,63.232431532858,14.9103709218178,80.6289688051024
"MN11415/Linkert","MN11415","Linkert",70.59408433,62.532431532858,14.9603709218178,75.9789688051024
"MN11415/Oklee","MN11415","Oklee",79.41779421,63.282431532858,14.7103709218178,82.2789688051024
"MN11415/Prosper","MN11415","Prosper",84.61493077,62.932431532858,13.7103709218178,85.6289688051024
"MN11415/MN11029","MN11415","MN11029",77.90434235,63.082431532858,14.1103709218178,80.1289688051024
"MN11415/MN11052","MN11415","MN11052",75.448552545,62.382431532858,15.0603709218178,82.9789688051024
"MN11415/MN11064","MN11415","MN11064",80.90269037,62.182431532858,13.8103709218178,75.7789688051024
"MN11415/MN11101","MN11415","MN11101",79.10368156,63.882431532858,14.0103709218178,77.9789688051024
"MN11415/MN11188","MN11415","MN11188",78.075676525,61.832431532858,14.5103709218178,80.6289688051024
"MN11415/MN11234","MN11415","MN11234",79.731906855,62.882431532858,14.2103709218178,79.9789688051024
"MN11415/MN11315","MN11415","MN11315",70.736862805,61.632431532858,15.0103709218178,78.9789688051024
"MN11415/MN11328","MN11415","MN11328",74.67754877,62.032431532858,14.3603709218178,77.6289688051024
"MN11415/MN11439","MN11415","MN11439",74.73466016,63.532431532858,14.6103709218178,82.1289688051024
"MN11415/MN11469","MN11415","MN11469",80.674244805,62.582431532858,13.6603709218178,78.7789688051024
"MN11415/MN11013","MN11415","MN11013",71.593533665,62.932431532858,15.0103709218178,79.6289688051024
"MN11415/MN11076","MN11415","MN11076",74.334880425,62.882431532858,14.4603709218178,76.2789688051024
"MN11415/MN11174","MN11415","MN11174",81.64513845,63.582431532858,13.8103709218178,78.4789688051024
"MN11415/MN11194","MN11415","MN11194",77.21900566,62.532431532858,14.7103709218178,78.7789688051024
"MN11415/MN11197","MN11415","MN11197",75.16299559,63.282431532858,14.3103709218178,76.4789688051024
"MN11415/MN11252","MN11415","MN11252",80.046019505,62.732431532858,13.7103709218178,78.1289688051024
"MN11415/MN11274","MN11415","MN11274",72.221758965,63.582431532858,13.9603709218178,83.6289688051024
"MN11415/MN11368","MN11415","MN11368",79.90324103,63.032431532858,13.8603709218178,80.6289688051024
